ï»¿post,post-href,text
Sparrowâ€™s Meditation Compendium,http://www.spiritualforums.com/vb/showthread.php?t=4070,"Sparrowâ€™s Meditation Compendium



Greetings and blessings of love and light.



I have seeded this thread under the category of meditations in order to provide an ongoing supplement to support the progressive relationship between you and your spirit team. Through my words and suggestive meditations I will attempt to bring you closer to your angels and guides through meditational exercises.



In response to growing interest in meditative practice as a route of Self-empowerment I would like to set aside a singular thread dedicated to such. In this space I will share with you some of my own meditations focused on specific desires. They will be anything from healing to contacting a deceased loved one. From invoking an angel to expanding your awareness and capacity for love.



I will endeavour to expand on this thread and make available new meditations as time permits. I share them with the highest respect to your journey and in light of your needs. I hope you find them useful and recommend them to others.



<><><><><><><><><><><><><><><><><><><><><>



Basics.



Before using my meditations you may wish to follow your own routine to relax you for the journey ahead. When you have set aside enough time and space for your session you will want to ensure you will not be interrupted for at least half an hour.



You will want to initiate a comfortable position and prepare your physical space to your needs. You may also wish to play some subtle background music to aid in your relaxation. Natural harmonious music is preferred.



Begin your personal routine of relaxation and enter your state of deep inner-awareness. If you do not have a personal routine of relaxation seek guidance from meditational practitioners for one best suited for you.

Bring the breath into focus and allow it to bring your mind, body and spirit into harmonious sync. Use the breath to calm the mind into gentle stillness.



If you so wish, you may want to begin your meditation journey with a simple 10 minute chakra exercise. This will maximise your energy flow and boost the efficiency of your third eye and receptive nodes.



Rather than write such a mediation here I will simply provide a link to a standard guided chakra meditation. (Not my own)



Guided chakra meditation: Video suitable for all ages. External link. http://www.youtube.com/watch?v=qs_DuZigRzY 



<><><><><><><><><><><><><><><><><><><><><>



Now you may embark upon your meditational journey. Holding the intent to do so from your highest concept of love.



We will begin by using Sparrowâ€™s traditional journey to your special sacred island. From here you will visit your divine inner temple and experience its many wonders.



The meditation will be in two parts. Since you will be returning back to your divine temple many times to explore the many other rooms and potentials I will start part 2 after you have arrived there. In future meditations I will ask you to follow part 1 of this meditation to get to your sacred temple.







<><><><><><><><><><><><><><><><><><><><><>



The Eye of Clarity



The Eye of Clarity is a sacred tool used in the spirit realm to look deep into your very soul. It is a tool for a variety of purposes. These include:

Finding a solution to a pressing issue in your life.

Finding love, peace and forgiveness.

Understanding something from a higher, more loving perspective.

Revealing the true nature behind your deepest fears.

Revealing your soul destiny.



Let us begin.



Part 1:



It is a warm and pleasant day, as you find yourself sitting upon a beach of beautiful white sand. 

There is a gentle breeze and the sun is just right, just how you like it.

As you sit you feel the soft grains of pure white sand between your fingertips.

You glance around and notice you are the only one here. You have the whole beach to yourself.

A few yards ahead you observe the waves of the ocean so calm and peaceful.

The ocean appears so still and silent, the water seems to glow a brilliant pure luminous blue.







Today is a special day. Today you are going to your special island.

It is a place of many mystical and magical things. 

It is the home of your sacred temple.



As you gaze off into the ocean expanse you begin to make out a shape off into the distance.

As you sit comfortably and peacefully on the beach you patiently stare out at this hazy object.

As it moves closer and closer you begin to recognise it as a small wooden boat.

In the boat stands a figure. The figure appears to be gracefully wielding a long wooden paddle.

As the boat comes closer and closer into view you suddenly recognise the figure.

It is one of your spirit guides. 









You shake yourself off from the white sand and walk over to meet your spirit guide.

They have a big smile on their face and obviously very happy to see you.

â€˜Are you ready?â€™ says your guide.

You nod and climb on board the small boat aided by your guide.

Without saying anything more your guide begins to paddle, again gracefully and seemingly effortlessly.

They seem to know intuitively where you want to go as they look out into the distance.

You sit down in the boat and relax as you watch the beach behind you fade slowly out of sight.



It feels like only minutes have passed yet the beach you left behind is nowhere to be seen.

Yet ahead of you now a form starts to emerge into view. 

It is a small isolated island with a beautiful white sandy beach like the one you had left behind.

There are trees covering the whole surface of the island concealing its many wonders.



The boat stops next to a long wooden platform leading down to the beach.

â€˜We have arrivedâ€™ your guide informs you, as they step out onto the platform.

As you step off the boat and walk down the platform your guide walks behind you allowing you to lead the way.

You reach the beautiful white sandy beach and notice another path leading up some stone steps into the trees.

As you walk the steps you are lead along a path to an opening through the trees.

Here, you suddenly behold the most beautiful temple you have ever seen.

The walls appear to be made of white gold stone and shimmer in the sunlight.

The temple stands high into the sky above the treetops and you feel dwarfed by its incredible size. 

Huge pillars of stone mark the entrance to this sacred temple.

This is your temple. Created by and dedicated to you.

Your sacred spiritual portal to many magical places.



Part 2:



As you enter your sacred temple you find yourself in a spacious hall with corridors leading in every direction. 

You have the sense that this place is limitless.

You ascend some polished stone steps in the centre of the hallway and find yourself at another junction.

There is a path to the right and to the left and more steps directly ahead which lead down into a smaller hallway.

Today you are going to follow the path to the right. You step up some golden white steps through an archway.

The archway leads further upwards along a spiralling stone staircase. Up, up, up.

At the top of the stone steps is a vast corridor. It appears to go on and on infinitely.

Along the corridor you see many doorways.

As you walk along the corridor your spirit guide directs you to the first door to your left. 

Your guide tells you this is as far as they go, and that they will meet you down in the main hallway when you are ready to leave.









You say goodbye to your guide and watch them disappear down the spiralling steps.

Facing the doorway now, you see an insignia of an eye upon the door.

You push open the large double door and step inside.



You walk into a beautiful dome shaped room. The walls are constructed of exquisite picturesque glass of various art forms.

Rays of dazzling white light seems to seep through the painted glass walls towards the centre of the room.

In the centre stands a large stone carving, with the words â€˜The eye of clarityâ€™ carved upon its surface.









Every ray of light appears to shine upon the stone.

The room appears to be empty apart from a large glass door behind the stone.

As you approach it you notice the door appears to be alive.

It appears like liquid glass or crystal and you observe ripples that move as if made of water.

You realize it is a very special door.

Only those who have the purest intent and sincere heart may enter this room.

You embrace the love in your heart and focus on your intent for clarity and wisdom.

As you do you begin to observe the structure of the door alter in shape.

It rapidly melts away and transforms into a beautiful radiant angel of light.



The angel greets you and permeates tremendous love and compassion for you.

The angel guides you into the next room.



The room takes the form of yet another dome. Only this time the dome is significantly greater in size.

The room is empty except for a silvery crystalline glass stand and globe in the centre

The entire room is covered in luminescent square tiles, as if some form of matrix or grid .

The angel hovers next to the crystalline glass globe upon the stand.

â€˜This is the eye of clarityâ€™ the angel explains.

â€˜The eye will reveal to you exactly what you need to seeâ€™.

The angel directs you now to place your hands upon the globe.

As you do it begins to respond to your touch and images begin to form within the globe.

As they do the entire grid of the dome amplifies the image all around you.

The dome looks deep into your very soul and penetrates your most stubborn walls and fears.

It peers deeply within your very spirit. It sees everything about you.

Every desire. Every thought. Every feeling.

The angel speaks again. â€˜seeâ€_â€_â€™.

The globe begins to project images and sounds all around you, across the entire grid.









You feel as if you are in the very centre of what you are observing.

Yet you feel safe, secure and loved. You feel compassion and tremendous understanding of what you are witnessing.

You feel as if you are an observer looking down upon a vast world below your feet.

You feel like a god. From this perspective you see everything so clear, so transparent, so vivid.

Allow it now to show you something in your life which you need to understand.

It could be a fear. It could be a painful past experience. It could be an element of your spiritual development.

Focus now. Focus on the globe, and see.

See what you need to see.

Feel the unconditional love and compassion from your beloved angel as it oversees your wellbeing. 

It assists you in what you need to see.

As you witness the images and sounds before you focus on its meaning.

What lesson are you here to learn? What do you understand from this?

What mistakes have you made? What must you do to resolve any issues you may have?

What must you do to evolve and develop your soul?

Allow the globe to provide the answer.

Again, you are merely a witness, so simply observe this from a state of pure love and acceptance.



When you have finished and are ready your angel will turn off the globe.

The room will resume its original appearance and you will feel a sense of profound wisdom and clarity.

Your angel informs you that it is time to go.

So thank your angel for its assistance and say goodbye.



Make your way back out of the dome, and back through the first room past the stone carving.

Exit the room and close the door behind you.

Make your way down the corridor and down the spiralling steps.

Return back to the main hall of your temple where your spirit guide awaits.



Follow your guide out of your sacred temple, along the path and back onto the white sandy beach.

Walk across the wooden platform back to the boat that awaits.

When you are ready your guide will take you back.

Back across the water to the original beach where you had first met.



Wave goodbye to your spirit guide and thank them for accompanying you today.

You will see them again soon.



Bring yourself back to your waking state and out of meditation. 

Focus on the breath.

Allow yourself time to become aware of your surroundings.

Ground yourself as necessary.





<><><><><><><><><><><><><><><><><><><><><>

End."
My meditation dilema,http://www.spiritualforums.com/vb/showthread.php?t=13871,"Now I guess my spiritual beliefs would be a combination of Zen and general spirituality, i.e Deepak Chopra, Neale Donald Walsch, Paolo Cohelo etc.

The problem is with my Zen practice they do a meditation called Zazen which is eyes open, and I really don't like doing it. In Deepak Chopra books he suggest doing it eyes closed, which I really enjoy, but my Zen teachers tell me that I should never close my eyes. I don't kno what to do."
A flash of someone's eye/eyebrow half a nose while meditating,http://www.spiritualforums.com/vb/showthread.php?t=95055,"I was just quieting my mind when it happened. 

It's never happened before, and it was to fast to process if I recognized him. Though it was clearly male. He was looking in my eye as it flashed and I looked in his.



Ever seen something like that?"
Reading Room Group Meditation Schedule,http://www.spiritualforums.com/vb/showthread.php?t=98326,"Hello everyone,



AmarenLux and I will be hosting another two meditation sessions in Chat in the Reading Room. From now on, we will post any future scheduled meditation sessions on this thread. Thank you! I hope you can join us. I will post guidelines and suggestions in another thread. :)





Session 1: Friday March 4th, at 10 pm. Pacific Standard Time



Session 2: Saturday March 5th, at 1 pm. Pacific Standard Time



Namaste"
Dark Retreat,http://www.spiritualforums.com/vb/showthread.php?t=100232,"A dark retreat is a retreat where a person goes into a retreat room for an extended period of time, normally 7 to 14 days. The room is set up where absolutely no light enters so the person is light deprived. The room is perfect for an extended meditation because there are no real distractions. Being in the darkness the level of melatonin soars then a pinoline stage is reached then the 5-MeO-DMT stage. If one stays 9 days or more a DMT stage is reached.



I have only found dark retreats in Thailand, southern Mexico and Guatemala. The latter two I do not know how safe I will be in that part of the those countries. I am hoping for something closer. 



Anybody know of any dark retreats in the U.S., Canada, or Europe?"
Saw a magenta light,http://www.spiritualforums.com/vb/showthread.php?t=13284,Sometimes when i meditate i'll get quick flashes of images. briefly. when this happens i usually know it's not just my mind playing tricks. there's a certain abruptness to them. well today i was meditating and i had the longest image ever out of nowhere. the only light i've ever seen while meditating was quick white flashes but i have to be meditating for quite sometime and getting a little bit deeper than usual to experience this. well today i saw a small magenta light. it didn't take up my whole field of vision. i was looking around for information on this and i read something about someone reading about sometimes neurons can be firing off or something. although it was moving a bit and it was quite different from what i usually experience. i didn't feel anything but i was quite in awe afterward and quite excited. i know eastern spirituality acknowledges the magenta chakra but western really doesn't. just wondering if anybody else has ever seen magenta at all and what it might mean. any possible information or input would be quite beneficial. i'm just really curious about the color.
World Peace And Healing Meditation,http://www.spiritualforums.com/vb/showthread.php?t=100404,"You are all invited to join in a Worldwide Peace And Healing Meditation to heal the problems of the world and to bring peace to humanity and the planet.



The meditation is held at 1.00 pm your own local time (wherever in the world you are), every week from Saturday 30th April 2016, lasting 25 minutes.



The meditation is to focus on specific problems in the world and to try to change mens hearts to bring a healing to them. We should concentrate on a problem that we are impressed to focus on and we should all send unconditional love to the perpetrators of the problem and the world leaders, trying to help the angels turn them away from their greed, lust, power seeking oppression and violence, and turn their hearts instead towards love, peace harmony and the nurture of God's creation, instead of the destruction. That is the only way forward.



The meditation, because of the time difference spreads over 24 hours of focussed Divine Love, Light and Healing Energies and the angels and spirit workers gather the energies that are sent out and focus them on the important areas. A focussed energy on specific areas and in this way we help the angels, with our love, to do their work. A bit like a searchlight in an evening sky.



It would be nice if you could help.



Blessings



grazier



http://www.spiritualforums.com/vb/showthread.php?t=4324"
Thoughtlessness,http://www.spiritualforums.com/vb/showthread.php?t=14735,"How do you acheive this state?





I used to practice Raja Yoga and got to a point where I could stop my thoughts with an effort of will for as long as I wanted at any moment.  But it felt so forced, and I felt at times as though in my meditations I was focusing so much on not-thinking that I was missing the point of thoughtlessness, I was missing the awareness.  The same went for my daily life, I would be able to stay thoughtless but not fully aware of my surroundings.





These days I find that by surrendering, allowing myself to stay in the present, and accepting all things, and I enter a state of thoughtless awareness without even trying.  When I meditate I just sit and see my thoughts as sounds in my head, like a bird chirping outside, and they go away in no time.  When they come back in meditation from time to time they are like sounds and just come and go like any other external sound.





It would seem to me that it is not so much about not thinking as it is about seperating ""you"" from thought... when this happens you may have thoughts still but not thinking happens as a natural occurence, instead of a forced effort.  And what's best is it requires no effort whatsoever lol, once you view thought as sound that you observe in your head it just fades away into emptiness."
Feeling lazy? Parrarel universe,http://www.spiritualforums.com/vb/showthread.php?t=98652,"I have been feeling lazy for a couple of weeks now and that is odd , Because I like to move and work most of time. Anyways they say when you are feeling lazy

Is there a spiritual meaning for that?



I have read this



 http://m.huffpost.com/us/entry/7-sig...b_7958282.html"
Getting distracted.,http://www.spiritualforums.com/vb/showthread.php?t=97739,I usually keep getting distracted while in meditation. I normally tend to think even more in silence. What do you think is the reason?
Steps to continuinimg ascension thru meditation,http://www.spiritualforums.com/vb/showthread.php?t=98085,"I really need to ascend and feel elevated again.



Does anyone have any ways I can do this and have it continue to grow even when I'm not meditating?"
Can meditation be dangerous?,http://www.spiritualforums.com/vb/showthread.php?t=94053,"I learnt the hard way, yes meditation can be dangerous, if one does more than 20 minutes.  It can leave a person with groundless feeling or the 'Meditation Uncalm Feeling' which I've had for more than a year now.  The meditation uncalm feeling is like a horrible feeling in the stomach area which is like exaggerated worry and anxiety and fear.  To get rid of this feeling I have to do the 'I Am' Mantra meditation.



I use to meditate by looking at the sky all day every day for four months.  I found that by focusing on the sky, I could blank out my mind and stop thoughts.   Don't ask my why I did something so stupid, it just felt good and peaceful at the time."
miss hepburn and other none dualistic members,http://www.spiritualforums.com/vb/showthread.php?t=98330,"so i have been practicing meditation for about a year now and it involves just going to my bedroom and just sitting on my bed, no devices laptop,mobile,ecig,book etc so its ""me just being"". however i have this thing called lower ego who always trys its hardest to distract me and does quite a good job i must say. anyway there is days i just fall deeply into the silence and the warmth and welcoming of feeling home is something else, i ""notice"" even before falling into this silence that this ""me"" tries is hardest to escape the present, i ""notice"" it dying to reach for a phone a laptop or anything for distraction any attempt to avoid ""what is"" this week i have started using visualizations during meditation and its difficult to do this as i find myself wondering of elsewhere, im hoping this improves because i read somewhere if you hold a positive thought for 17 seconds it attaches other thoughts to it .



now when im at work or driving i find that this seems to be when this turd called ""lower ego"" sneaks up on me and its like being trapped between i lions jaws , at these times i find it really difficult to keep an eye on this little thing and somehow it sneaks in and bites me on the thing, i think its a focus thing myself as i find it difficult to keep a eye on it when driving or working so if anyone can give some pointers to crush this little thing  at times like at work or driving. much appreciated"
aliens face,http://www.spiritualforums.com/vb/showthread.php?t=98366,"as i was sitting on my bed just being as i started to go deeper into meditation a saw this grey aliens face with black eyes looking at me, i have never experienced this before an was kinda cool"
Singing bowl questions,http://www.spiritualforums.com/vb/showthread.php?t=93270,"I have been a fan of listening to singing bowls on YouTube and finally bought some of my own today. One is a small (size of your hand) Tibetan bowl and the other is pretty big (about the size of a big mixing bowl). The big one isn't a Tibetan one, I forget where she said it was made, but it's not crystal either. Anyway, my questions are;



I can't get the small one to sing, but the big one works fine. Is this because the smaller decorative ones aren't made for singing? You can tap it and it makes the chime sound but for the life of me I can't get it to sing by rubbing the rim. It was $45 at a holistic expo (same place I bought the big one, but a different exhibitor). My big one was $300. Which brings me to my next question;



I know I sound like a cheapskate but is there any place that has big ones cheaper than $300? I want to have a set, preferrably one for each chakra. But I can't afford to spend $2000 on these things. Which brings me to my last question, lol;



Do you get the same benefit from listening to them on YouTube videos as you do from having one physically next to you? I do love feeling the vibration but like I said, $2000 to buy a whole set is just crazy. How do they expect the average person to be able to enjoy these, most people can't even afford ONE of them. But with only one you're only helping that chakra, right? You need one for each one so they're all balanced correctly?"
"Meditating, How is your meditation experience?",http://www.spiritualforums.com/vb/showthread.php?t=59321,"When i was 10 years old my family was going through alot of hard times, I had become so stressed I was sick all the time, I cried all the time not knowing the reasons, I had a horrible temper, and I did not socialize with anybody because I felt like the misfit for having a bad home life. Then one day at a family in the summer my great grandma sat me down and began talking to me about life, she made me realize that tomarrow is a new day and that I didnt need to stress the way I was. I didnt really know how I would begin to heal my wounds, so I asked her for advice, she suggested meditation. She walked me through saying, ""Get comfy, relax yourself and begin to fall asleep, when you are at the stage of being aware of your surroundings, but about to fall asleep start letting go of every thought besides the word PEACE, it doesnt matter if things pop into your head that you dont recall thinking, just end the thought with PEACE."" Soon enough I had felt like I was dreaming while I was awake, my mind was clear, I was relaxed, I felt refreshened, the only thoughts that ever popped up in my mind were very productive, I was guiding myself. I stopped midway through and asked her how it is supposed to feel and she said, ""Only you will know how it feels, everybody is different.""

       I have been using the same method ever since, occasionally I use crystals, but the original way is perfect for me. I dont really have to many people to share this with, so I honestly dont know how many others meditation experiences are? Please share!:)"
An odd experience to share,http://www.spiritualforums.com/vb/showthread.php?t=14736,"After trying several places with different orientations to start with my practice of meditation I decided to do it by myself. 

 

Why? 

Because I did not find love and compassion in the places I went. I did not find a loving attitude to receive newcomers. I noticed that they just wanted to keep their machine moving, they were stuck on their doctrines, usually believing that they are unique, of course, the best of the best.

 

In this moment I want to focus my practice on contacting my guides. 

 

After assuming that I should begin alone, maybe with some guide provided by a book or even by the internet, I has a couple of good experiences that I see as successful, but the latter was very odd. 

 

The facts: 

 

At the very beginning I gave, as taught, a big importance to the environment, the posture, etc. you know, as most of the guiding texts about meditation suggest. I looked for a secluded corner at home and just began.

 

I had a good meditation there, and I could visualize what was necessary to contact higher frequencies. 

 

Yesterday, however, I was alone in the kitchen, a place I like very much, and I began to read an orientation text and noticeably, I could accomplish all the steps to meet my main guide, and talk with him. It was an amazingly moving experience.

 

I was sitting on a chair, in a rather odd position, with an overwhelming emotion, crying of emotion, reading from time to time the following step suggested in the text, and coming back to meditation and making contact again for the next question to my guide. When I finished I felt a huge sense of peace but also, I could not stop feeling emotion.

 

And here is my question:

 

From what I tell, do you think that I actually went into a good meditation, even though it was not done strictly by the book? Do meditative position and place count? 

 

I would like to know your view on pros and cons of doing like that.

 

Love and light,

TISS"
My Brilliant mind! (Or is it?) :-),http://www.spiritualforums.com/vb/showthread.php?t=10577,"I've recently wondered how brilliant my mind might be, I once told soemone I can do anything with my mind, and he seemed quite shocked.. 



But anyway I can:





Rewind Time

Hyperspace Myself

Hyperspace Others

Take Huge Bounds

Heat Things (I can heat my own body or your body to burn the fingers of the aggressor with their hands on you or me.)

Morph Myself back together should I get destroyed

Morph You back together should you get destroyed

Morph you into something all powerful and beautiful.

Create Beautiful gardens or scenery

Create Beautiful women!

I can convert an attack on myself into energy for myself or others.

I can peer at a dangerous scene without having to go there.

I (I think) can see a persons true character in a kind of symbolistic image (Most are glowing with love and warmth but some are like two headed dragons!)

I can create energy for myself with rythm!

I can create fire!

I can love! I can fill you with love!

I can enlist the help of wild life.

I can enlist the help of...? ? ? all space and time?

I can produce hundreds of clones of myself.

I can clone others aswell.

I can saturate my enemies with dilemmas/problems.

I can do terribly callous things, but good men put things right and do no harm right?

I can move anything or anyone.

(I think) I can hear what people have thought, not what they are thinking in the present, but what they have thought in the past, this seems a bit unreliable though. ****** maybe this is just me decoding or something??******

I can swim through water at spectacular speed.

Basically I can do almost anything, it seems I can't fly...not yet anyway!



The reason I've mentioned this is to get an idea of brilliant my mind might be...is it more brilliant than yours...less brilliant?



I can basically bring absolutely anything into fruition with my mind...



I thankyou for reading this.. 



Comments/thoughts please..."
hemi-syn,http://www.spiritualforums.com/vb/showthread.php?t=15024,Does anyone use hemi syn (brain wave) during meditation?
Being brave to ask this..,http://www.spiritualforums.com/vb/showthread.php?t=99958,"Hello all, 

I have a question but I'm not sure if this is the correct thread. But I feel like I should ask this. The way I view and receive things is through mental images,wether my eyes are open or closed. While meditating, sometimes I feel like I'm being pulled deeper within myself instead of out and toning in on my awareness. When this happens I sometimes get images...of this being, but I feel like I know them? From the quick images I get, their skin tone is like a Casper the ghost white. And their eyes are this deep blue color. Almost like blue sapphire. I haven't really got a glimpse of their hair yet. But they are definitely female.They always have a very huge glow of energy around them. Very bright light.



When I get these images they are normally always sitting in one spot,sometimes their eyes are closed, sometimes open. They even give me a warm smile sometimes.they feel very bright and loving,nurturing. Anywho..my silly question is could this be my higherself that I'm seeing? It feels like it's apart of me somehow. 



Feels like it's not a outside source. Or is my imagination just very vivid like it's been for years?   I don't get images of this being unless I'm meditating. Or thinking of them ( like I am now,but that's only cause I had to remember what I've seen about her)"
